method_name,line_number,file_name,to_static,reasoning
Add,264,Files-4.0.24/src/Files.Core.SourceGenerator/Utilities/HashCode.cs,False,Cascading Analysis
Add,269,Files-4.0.24/src/Files.Core.SourceGenerator/Utilities/HashCode.cs,False,Cascading Analysis
AddBytes,274,Files-4.0.24/src/Files.Core.SourceGenerator/Utilities/HashCode.cs,False,Cascading Analysis
AddItemsForLibraryAsync,179,Files-4.0.24/src/Files.App/Utils/Storage/Search/FolderSearch.cs,False,Cascading Analysis
ComputeSizeRecursively,41,Files-4.0.24/src/Files.App/Utils/Storage/Operations/FileSizeCalculator.cs,False,Cascading Analysis
ForceComputeFileSize,131,Files-4.0.24/src/Files.App/Utils/Storage/Operations/FileSizeCalculator.cs,False,Cascading Analysis
GetAll,157,Files-4.0.24/src/Files.App/Utils/FileTags/FileTagsDatabase.cs,False,Cascading Analysis
GetAllUnderPath,176,Files-4.0.24/src/Files.App/Utils/FileTags/FileTagsDatabase.cs,False,Cascading Analysis
Export,220,Files-4.0.24/src/Files.App/Utils/FileTags/FileTagsDatabase.cs,False,Cascading Analysis
IterateKeys,230,Files-4.0.24/src/Files.App/Utils/FileTags/FileTagsDatabase.cs,False,Cascading Analysis
UISettings_ColorValuesChanged,124,Files-4.0.24/src/Files.App/Services/App/AppThemeModeService.cs,False,Cascading Analysis
AddSelectedItems,61,Files-4.0.24/src/Files.App/Data/Models/ItemManipulationModel.cs,False,Cascading Analysis
RemoveSelectedItems,74,Files-4.0.24/src/Files.App/Data/Models/ItemManipulationModel.cs,False,Cascading Analysis
SetSelectedItem,82,Files-4.0.24/src/Files.App/Data/Models/ItemManipulationModel.cs,False,Cascading Analysis
SetSelectedItems,88,Files-4.0.24/src/Files.App/Data/Models/ItemManipulationModel.cs,False,Cascading Analysis
AddItemToSidebarAsync,159,Files-4.0.24/src/Files.App/Data/Models/PinnedFoldersManager.cs,False,Cascading Analysis
LoadAsync,227,Files-4.0.24/src/Files.App/Data/Models/PinnedFoldersManager.cs,False,Cascading Analysis
ToIcon,37,Files-4.0.24/src/Files.App/Data/Commands/RichGlyph.cs,False,Cascading Analysis
Export,104,Files-4.0.24/src/Files.App/Helpers/Layout/LayoutPreferencesDatabase.cs,False,Cascading Analysis
IterateKeys,111,Files-4.0.24/src/Files.App/Helpers/Layout/LayoutPreferencesDatabase.cs,False,Cascading Analysis
FolderSettings_SortOptionPreferenceUpdated,291,Files-4.0.24/src/Files.App/Views/Layouts/DetailsLayoutPage.xaml.cs,False,Cascading + LLM (With Internal Calls)
FolderSettings_SortDirectionPreferenceUpdated,296,Files-4.0.24/src/Files.App/Views/Layouts/DetailsLayoutPage.xaml.cs,False,Cascading + LLM (With Internal Calls)
FileList_ContainerContentChanging,943,Files-4.0.24/src/Files.App/Views/Layouts/DetailsLayoutPage.xaml.cs,False,Cascading + LLM (With Internal Calls)
SetCheckboxSelectionState,959,Files-4.0.24/src/Files.App/Views/Layouts/DetailsLayoutPage.xaml.cs,False,Cascading + LLM (With Internal Calls)
SetAsDefaultExplorerAsync,47,Files-4.0.24/src/Files.App/ViewModels/Settings/AdvancedViewModel.cs,False,Cascading + LLM (With Internal Calls)
UpdateGroups,141,Files-4.0.24/src/Files.App/Utils/Storage/Collection/BulkConcurrentObservableCollection.cs,False,Cascading + LLM (With Internal Calls)
DismissOtherBlades,194,Files-4.0.24/src/Files.App/Views/Layouts/ColumnsLayoutPage.xaml.cs,False,Cascading + LLM (With Internal Calls)
DismissOtherBlades,199,Files-4.0.24/src/Files.App/Views/Layouts/ColumnsLayoutPage.xaml.cs,False,Cascading + LLM (With Internal Calls)
CloseUnnecessaryColumns,465,Files-4.0.24/src/Files.App/Views/Layouts/ColumnsLayoutPage.xaml.cs,False,Cascading + LLM (With Internal Calls)
BackHistoryFlyout_Opening,78,Files-4.0.24/src/Files.App/UserControls/NavigationToolbar.xaml.cs,False,Cascading + LLM (With Internal Calls)
ForwardHistoryFlyout_Opening,87,Files-4.0.24/src/Files.App/UserControls/NavigationToolbar.xaml.cs,False,Cascading + LLM (With Internal Calls)
TogglePlaybackAcceleratorInvoked,65,Files-4.0.24/src/Files.App/UserControls/FilePreviews/MediaPreview.xaml.cs,False,Cascading + LLM (With Internal Calls)
FolderSettings_GroupOptionPreferenceUpdated,544,Files-4.0.24/src/Files.App/Views/Layouts/BaseLayoutPage.cs,False,Cascading + LLM (With Internal Calls)
FolderSettings_GroupDirectionPreferenceUpdated,549,Files-4.0.24/src/Files.App/Views/Layouts/BaseLayoutPage.cs,False,Cascading + LLM (With Internal Calls)
FolderSettings_GroupByDateUnitPreferenceUpdated,554,Files-4.0.24/src/Files.App/Views/Layouts/BaseLayoutPage.cs,False,Cascading + LLM (With Internal Calls)
TryLoadPagesAsync,55,Files-4.0.24/src/Files.App/ViewModels/UserControls/Previews/PDFPreviewViewModel.cs,False,Cascading + LLM (With Internal Calls)
UpdateContent,59,Files-4.0.24/src/Files.App.Controls/Toolbar/ToolbarToggleButton/ToolbarToggleButton.cs,False,Cascading + LLM (With Internal Calls)
ContentChanged,164,Files-4.0.24/src/Files.App.Controls/Toolbar/ToolbarToggleButton/ToolbarToggleButton.cs,False,Cascading + LLM (With Internal Calls)
TabView_TabCloseRequested,82,Files-4.0.24/src/Files.App/UserControls/TabBar/BaseTabBar.cs,False,Cascading + LLM (With Internal Calls)
SelectionChanged,108,Files-4.0.24/src/Files.App/UserControls/TabBar/BaseTabBar.cs,False,Cascading + LLM (With Internal Calls)
OnHotKeysPropertyChanged,59,Files-4.0.24/src/Files.App/UserControls/KeyboardShortcut/KeyboardShortcut.Properties.cs,False,Cascading + LLM (With Internal Calls)
OnStartAngleChanged,46,Files-4.0.24/src/Files.App.Controls/Storage/RingShape/RingShape.Properties.cs,False,Cascading + LLM (With Internal Calls)
OnEndAngleChanged,51,Files-4.0.24/src/Files.App.Controls/Storage/RingShape/RingShape.Properties.cs,False,Cascading + LLM (With Internal Calls)
OnSweepDirectionChanged,56,Files-4.0.24/src/Files.App.Controls/Storage/RingShape/RingShape.Properties.cs,False,Cascading + LLM (With Internal Calls)
OnMinAngleChanged,61,Files-4.0.24/src/Files.App.Controls/Storage/RingShape/RingShape.Properties.cs,False,Cascading + LLM (With Internal Calls)
OnMaxAngleChanged,66,Files-4.0.24/src/Files.App.Controls/Storage/RingShape/RingShape.Properties.cs,False,Cascading + LLM (With Internal Calls)
OnRadiusWidthChanged,71,Files-4.0.24/src/Files.App.Controls/Storage/RingShape/RingShape.Properties.cs,False,Cascading + LLM (With Internal Calls)
OnRadiusHeightChanged,76,Files-4.0.24/src/Files.App.Controls/Storage/RingShape/RingShape.Properties.cs,False,Cascading + LLM (With Internal Calls)
OnIsCircleChanged,81,Files-4.0.24/src/Files.App.Controls/Storage/RingShape/RingShape.Properties.cs,False,Cascading + LLM (With Internal Calls)
OnStrokeThicknessChanged,92,Files-4.0.24/src/Files.App.Controls/Storage/RingShape/RingShape.cs,False,Cascading + LLM (With Internal Calls)
CopyUserID,174,Files-4.0.24/src/Files.App/ViewModels/Settings/AboutViewModel.cs,False,Cascading + LLM (With Internal Calls)
GetVersionsQueryString,206,Files-4.0.24/src/Files.App/ViewModels/Settings/AboutViewModel.cs,False,Cascading + LLM (With Internal Calls)
CoCreateInstance,78,Files-4.0.24/src/Files.App.CsWin32/ComPtr`1.cs,False,Cascading + LLM (With Internal Calls)
CreateItemHomeAsync,273,Files-4.0.24/src/Files.App/ViewModels/UserControls/SidebarViewModel.cs,False,Cascading + LLM (With Internal Calls)
SyncSidebarItemsAsync,303,Files-4.0.24/src/Files.App/ViewModels/UserControls/SidebarViewModel.cs,False,Cascading + LLM (With Internal Calls)
GetOrCreateSectionAsync,442,Files-4.0.24/src/Files.App/ViewModels/UserControls/SidebarViewModel.cs,False,Cascading + LLM (With Internal Calls)
HandleItemDroppedAsync,1271,Files-4.0.24/src/Files.App/ViewModels/UserControls/SidebarViewModel.cs,False,Cascading + LLM (With Internal Calls)
OnValueRingThicknessChanged,40,Files-4.0.24/src/Files.App.Controls/Storage/StorageRing/StorageRing.Properties.cs,False,Cascading + LLM (With Internal Calls)
OnTrackRingThicknessChanged,46,Files-4.0.24/src/Files.App.Controls/Storage/StorageRing/StorageRing.Properties.cs,False,Cascading + LLM (With Internal Calls)
OnSideContentChanged,19,Files-4.0.24/src/Files.App.Controls/SamplePanel/SamplePanel.Properties.cs,False,Cascading + LLM (With Internal Calls)
OnLayerTypeChanged,26,Files-4.0.24/src/Files.App.Controls/ThemedIcon/ThemedIconLayer/ThemedIconLayer.Properties.cs,False,Cascading + LLM (With Internal Calls)
OnPathDataChanged,31,Files-4.0.24/src/Files.App.Controls/ThemedIcon/ThemedIconLayer/ThemedIconLayer.Properties.cs,False,Cascading + LLM (With Internal Calls)
OnLayerSizeChanged,36,Files-4.0.24/src/Files.App.Controls/ThemedIcon/ThemedIconLayer/ThemedIconLayer.Properties.cs,False,Cascading + LLM (With Internal Calls)
OnLayerColorChanged,41,Files-4.0.24/src/Files.App.Controls/ThemedIcon/ThemedIconLayer/ThemedIconLayer.Properties.cs,False,Cascading + LLM (With Internal Calls)
OnIconColorTypeChanged,46,Files-4.0.24/src/Files.App.Controls/ThemedIcon/ThemedIconLayer/ThemedIconLayer.Properties.cs,False,Cascading + LLM (With Internal Calls)
LayerTypeChanged,32,Files-4.0.24/src/Files.App.Controls/ThemedIcon/ThemedIconLayer/ThemedIconLayer.cs,False,Cascading + LLM (With Internal Calls)
LayerPathDataChanged,37,Files-4.0.24/src/Files.App.Controls/ThemedIcon/ThemedIconLayer/ThemedIconLayer.cs,False,Cascading + LLM (With Internal Calls)
IconColorTypeChanged,55,Files-4.0.24/src/Files.App.Controls/ThemedIcon/ThemedIconLayer/ThemedIconLayer.cs,False,Cascading + LLM (With Internal Calls)
OnValueBarHeightChanged,28,Files-4.0.24/src/Files.App.Controls/Storage/StorageBar/StorageBar.Properties.cs,False,Cascading + LLM (With Internal Calls)
OnTrackBarHeightChanged,33,Files-4.0.24/src/Files.App.Controls/Storage/StorageBar/StorageBar.Properties.cs,False,Cascading + LLM (With Internal Calls)
OnBarShapeChanged,38,Files-4.0.24/src/Files.App.Controls/Storage/StorageBar/StorageBar.Properties.cs,False,Cascading + LLM (With Internal Calls)
OnPercentCautionChanged,48,Files-4.0.24/src/Files.App.Controls/Storage/StorageBar/StorageBar.Properties.cs,False,Cascading + LLM (With Internal Calls)
OnPercentCriticalChanged,53,Files-4.0.24/src/Files.App.Controls/Storage/StorageBar/StorageBar.Properties.cs,False,Cascading + LLM (With Internal Calls)
UpdateControl,92,Files-4.0.24/src/Files.App.Controls/Storage/StorageBar/StorageBar.cs,False,Cascading + LLM (With Internal Calls)
