method_name,line_number,file_name,to_static,reasoning
FileList_LosingFocus,1069,Files-4.0.24/src/Files.App/Views/Layouts/DetailsLayoutPage.xaml.cs,True,Cascading + LLM (No Internal Calls)
ICollection,72,Files-4.0.24/src/Files.App/Utils/Shell/ShellLibraryFolders.cs,True,Cascading + LLM (No Internal Calls)
Button_AccessKeyInvoked,71,Files-4.0.24/src/Files.App/UserControls/NavigationToolbar.xaml.cs,True,Cascading + LLM (No Internal Calls)
GetPreviewSize,40,Files-4.0.24/src/Files.App/UserControls/FilePreviews/ShellPreview.xaml.cs,True,Cascading + LLM (No Internal Calls)
GetPane,407,Files-4.0.24/src/Files.App/Views/ShellPanesPage.xaml.cs,True,Cascading + LLM (No Internal Calls)
GetPaneCount,416,Files-4.0.24/src/Files.App/Views/ShellPanesPage.xaml.cs,True,Cascading + LLM (No Internal Calls)
GetSizers,421,Files-4.0.24/src/Files.App/Views/ShellPanesPage.xaml.cs,True,Cascading + LLM (No Internal Calls)
SetTitleBarDragRegion,67,Files-4.0.24/src/Files.App/Views/Properties/MainPropertiesPage.xaml.cs,True,Cascading + LLM (No Internal Calls)
SetColumnWidth,21,Files-4.0.24/src/Files.App.Controls/GridSplitter/GridSplitter.Helper.cs,True,Cascading + LLM (No Internal Calls)
IsValidColumnWidth,46,Files-4.0.24/src/Files.App.Controls/GridSplitter/GridSplitter.Helper.cs,True,Cascading + LLM (No Internal Calls)
SetRowHeight,70,Files-4.0.24/src/Files.App.Controls/GridSplitter/GridSplitter.Helper.cs,True,Cascading + LLM (No Internal Calls)
IsValidRowHeight,95,Files-4.0.24/src/Files.App.Controls/GridSplitter/GridSplitter.Helper.cs,True,Cascading + LLM (No Internal Calls)
GetBladeItem,105,Files-4.0.24/src/Files.App.Controls/BladeView/BladeView.cs,True,Cascading + LLM (No Internal Calls)
OnPercentChanged,43,Files-4.0.24/src/Files.App.Controls/Storage/StorageBar/StorageBar.Properties.cs,True,Cascading + LLM (No Internal Calls)
SettingsButton_AccessKeyInvoked,456,Files-4.0.24/src/Files.App/Views/MainPage.xaml.cs,True,Cascading + LLM (No Internal Calls)
AppBarButton_AccessKeyInvoked,105,Files-4.0.24/src/Files.App/UserControls/Toolbar.xaml.cs,True,Cascading + LLM (No Internal Calls)
Page_ContentChanged,55,Files-4.0.24/src/Files.App/Data/Contexts/MultiPanes/MultiPanesContext.cs,True,Cascading Analysis
MeasureTagColumnEstimate,832,Files-4.0.24/src/Files.App/Views/Layouts/DetailsLayoutPage.xaml.cs,True,Cascading + LLM (With Internal Calls)
MeasureTextColumnEstimate,858,Files-4.0.24/src/Files.App/Views/Layouts/DetailsLayoutPage.xaml.cs,True,Cascading + LLM (With Internal Calls)
TextBlock_IsTextTrimmedChanged,1053,Files-4.0.24/src/Files.App/Views/Layouts/DetailsLayoutPage.xaml.cs,True,Cascading + LLM (With Internal Calls)
TextBlock_DataContextChanged,1058,Files-4.0.24/src/Files.App/Views/Layouts/DetailsLayoutPage.xaml.cs,True,Cascading + LLM (With Internal Calls)
OnSizePropertyChanged,54,Files-4.0.24/src/Files.App/UserControls/KeyboardShortcut/KeyboardShortcutItem.Properties.cs,True,Cascading + LLM (With Internal Calls)
MeasureColumnEstimate,821,Files-4.0.24/src/Files.App/Views/Layouts/DetailsLayoutPage.xaml.cs,True,Cascading + LLM (With Internal Calls)
ColumnViewBrowser_ContentChanged,272,Files-4.0.24/src/Files.App/Views/Layouts/ColumnsLayoutPage.xaml.cs,True,Cascading + LLM (With Internal Calls)
