method_name,line_number,file_name,to_static,reasoning
RaiseContentChanged,566,Files-4.0.24/src/Files.App/Views/Shells/BaseShellPage.cs,True,Cascading + LLM (No Internal Calls)
SetAsOpenFileDialogAsync,109,Files-4.0.24/src/Files.App/ViewModels/Settings/AdvancedViewModel.cs,True,Cascading + LLM (No Internal Calls)
ConvertBack,268,Files-4.0.24/src/Files.App/ViewModels/Properties/Items/FileProperty.cs,True,Cascading + LLM (No Internal Calls)
ShowLibraryManagementDialog,218,Files-4.0.24/src/Files.App/Utils/Shell/ShellLibraryEx.cs,True,Cascading + LLM (No Internal Calls)
HandleSelectionChange,37,Files-4.0.24/src/Files.App/Views/Layouts/ColumnsLayoutPage.xaml.cs,True,Cascading + LLM (No Internal Calls)
SetWidth,84,Files-4.0.24/src/Files.App/Views/Layouts/ColumnsLayoutPage.xaml.cs,True,Cascading + LLM (No Internal Calls)
OnColumnSortOptionChanged,25,Files-4.0.24/src/Files.App/UserControls/DataGridHeader.xaml.cs,True,Cascading + LLM (No Internal Calls)
InitStartupSettingsRecentFoldersFlyout,147,Files-4.0.24/src/Files.App/ViewModels/Settings/GeneralViewModel.cs,True,Cascading + LLM (No Internal Calls)
DoSubmitFeatureRequest,127,Files-4.0.24/src/Files.App/ViewModels/Settings/AboutViewModel.cs,True,Cascading + LLM (No Internal Calls)
DoSubmitBugReport,132,Files-4.0.24/src/Files.App/ViewModels/Settings/AboutViewModel.cs,True,Cascading + LLM (No Internal Calls)
AddElementToSectionAsync,362,Files-4.0.24/src/Files.App/ViewModels/UserControls/SidebarViewModel.cs,True,Cascading + LLM (No Internal Calls)
HandleDriveItemDroppedAsync,1301,Files-4.0.24/src/Files.App/ViewModels/UserControls/SidebarViewModel.cs,True,Cascading + LLM (No Internal Calls)
CheckCanceled,1042,Files-4.0.24/src/Files.App/Utils/Storage/Operations/FileOperationsHelpers.cs,True,Cascading + LLM (No Internal Calls)
BlogPostWebView_CoreWebView2Initialized,85,Files-4.0.24/src/Files.App/Views/ReleaseNotesPage.xaml.cs,True,Cascading + LLM (No Internal Calls)
RaiseContextRequested,48,Files-4.0.24/src/Files.App.Controls/Sidebar/SidebarView.xaml.cs,True,Cascading + LLM (No Internal Calls)
TabItemContextMenu_Closing,284,Files-4.0.24/src/Files.App/UserControls/TabBar/TabBar.xaml.cs,True,Cascading + LLM (No Internal Calls)
GetUncompressedSize,76,Files-4.0.24/src/Files.App/Utils/Storage/StorageItems/ZipStorageFolder.cs,True,Cascading + LLM (No Internal Calls)
int,19,Files-4.0.24/src/Files.App/Utils/Shell/PreviewHandler.cs,True,Cascading + LLM (No Internal Calls)
GetFileOrFolderUpdateInfoAsync,2602,Files-4.0.24/src/Files.App/ViewModels/ShellViewModel.cs,True,Cascading + LLM (With Internal Calls)
UpdateAdditionalActions,630,Files-4.0.24/src/Files.App/ViewModels/UserControls/NavigationToolbarViewModel.cs,True,Cascading + LLM (No Internal Calls)
UpdateVisibility,110,Files-4.0.24/src/Files.App/Data/Items/DetailsLayoutColumnItem.cs,True,Cascading + LLM (No Internal Calls)
